placeID,name,link,address,open_time,price_range,average_score,total_review
91,Goku Raku Ramen - AEON Mall Tân Phú,https://www.foody.vn/ho-chi-minh/goku-raku-ramen-aeon-mall,"Tầng 1, AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ,  Quận Tân Phú, TP. HCM",10:00 AM - 10:00 PM,28.000đ - 108.000đ,7.2,169
92,Golden Coffee,https://www.foody.vn/ho-chi-minh/golden-coffee,"CV Phần Mềm Quang Trung, Tô Ký,  Quận 12, TP. HCM",07:00 AM - 10:00 PM,20.000đ - 43.000đ,6.9,26
93,Gà Hấp Hèm 34 Hóc Môn,https://www.foody.vn/ho-chi-minh/ga-hap-hem-34-hoc-mon,"52/4 Nguyễn Thị Thử, Xã Xuân Thái Sơn,  Hóc Môn, TP. HCM",10:00 AM - 10:00 PM,120.000đ - 198.000đ,6.6,28
94,Gà Nướng Ò Ó O - 82 Tô Vĩnh Diện,https://www.foody.vn/ho-chi-minh/ga-nuong-o-o-o-82-to-vinh-dien,"82 Tô Vĩnh Diện, P. Linh Chiểu,  Quận Thủ Đức, TP. HCM",11:00 - 22:00,50.000đ - 175.000đ,7.7,3
95,Gà Nướng Ò Ó O - Đinh Tiên Hoàng,https://www.foody.vn/ho-chi-minh/ga-nuong-o-o-o-dinh-tien-hoang,"110 Đinh Tiên Hoàng, P. 1,  Quận Bình Thạnh, TP. HCM",11:00 - 22:00,50.000đ - 175.000đ,7.2,36
96,Gà Nướng Ò Ó O - Hậu Giang,https://www.foody.vn/ho-chi-minh/ga-nuong-o-o-o-hau-giang,"218 Hậu Giang, P. 9,  Quận 6, TP. HCM",11:00 AM - 10:00 PM,50.000đ - 175.000đ,7.2,40
97,Gà Nướng Ò Ó O - Lương Hữu Khánh,https://www.foody.vn/ho-chi-minh/ga-nuong-o-o-o-luong-huu-khanh,"8 Lương Hữu Khánh, P. Phạm Ngũ Lão,  Quận 1, TP. HCM",11:00 - 22:00,50.000đ - 175.000đ,6.8,59
98,Gà Nướng Ò Ó O - Lê Văn Sỹ,https://www.foody.vn/ho-chi-minh/ga-nuong-o-o-o-le-van-sy,"220/58 Lê Văn Sỹ, P.14,  Quận 3, TP. HCM",11:00 AM - 10:00 PM,50.000đ - 175.000đ,6.8,576
99,Gà Nướng Ò Ó O - Nguyễn Hồng Đào,https://www.foody.vn/ho-chi-minh/ga-nuong-o-o-o-nguyen-hong-dao,"212 Nguyễn Hồng Đào, P. 14,  Quận Tân Bình, TP. HCM",Thứ 2 - CN  11:00 AM - 10:00 PM,50.000đ - 175.000đ,6.9,161
100,Gà Nướng Ò Ó O - Parkson Hùng Vương Plaza,https://www.foody.vn/ho-chi-minh/ga-nuong-o-o-o-parkson-hung-vuong-plaza,"Tầng 3 Food Court, Parkson Hùng Vương, 126 Hùng Vương, P. 12,  Quận 5, TP. HCM",09:00 AM - 09:30 PM,50.000đ - 175.000đ,7.7,10
101,Gà Nướng Ò Ó O - Quang Trung,https://www.foody.vn/ho-chi-minh/ga-nuong-o-o-o-quang-trung,"50/25 Quang Trung, P. 10,  Quận Gò Vấp, TP. HCM",11:00 AM - 10:00 PM,50.000đ - 175.000đ,7.1,59
102,Gà Nướng Ò Ó O - Sư Vạn Hạnh,https://www.foody.vn/ho-chi-minh/ga-nuong-o-o-o-su-van-hanh,"567 Sư Vạn Hạnh, P. 13,  Quận 10, TP. HCM",11:00 AM - 10:00 PM,70.000đ - 150.000đ,6.6,66
103,Gà Nướng Ò Ó O - Trường Sa,https://www.foody.vn/ho-chi-minh/ga-nuong-o-o-o-truong-sa,"816 Trường Sa, P. 14,  Quận 3, TP. HCM",11:00 AM - 10:00 PM,50.000đ - 175.000đ,7.3,22
104,Gà Rán Popeyes - Bưu Điện Thành Phố,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-buu-dien-thanh-pho,"2 Công Xã Paris,  Quận 1, TP. HCM",09:30 AM - 09:00 PM,60.000đ - 150.000đ,7.4,268
105,Gà Rán Popeyes - Cộng Hòa,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-cong-hoa,"TTTM Maximark, 15 - 17 Cộng Hòa, P. 4,  Quận Tân Bình, TP. HCM",09:30 AM - 09:00 PM,40.000đ - 88.000đ,7.3,120
106,Gà Rán Popeyes - Điện Biên Phủ,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-dien-bien-phu,"58/13 Điện Biên Phủ (Vòng Xoay Nguyễn Bỉnh Khiêm),  Quận 1, TP. HCM",09:30 AM - 09:00 PM,30.000đ - 170.000đ,7.2,157
107,Gà Rán Popeyes - Dương Bá Trạc,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-duong-ba-trac,"222 Dương Bá Trạc, P. 2,  Quận 8, TP. HCM",09:30 AM - 09:00 PM,40.000đ - 88.000đ,7.2,51
108,Gà Rán Popeyes - Đường D2,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-duong-d2,"67-69 Đường D2,  Quận Bình Thạnh, TP. HCM",09:30 AM - 09:00 PM,40.000đ - 88.000đ,7.4,112
109,Gà Rán Popeyes - Grand Hotel,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-grand-hotel,"8 Đồng Khởi, P. Bến Nghé,  Quận 1, TP. HCM",10:00 AM - 09:00 PM,30.000đ - 170.000đ,7.7,60
110,Gà Rán Popeyes - Hương Lộ 2,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-huong-lo-2,"756 Hương Lộ 2, P. Bình Trị Đông A,  Quận Bình Tân, TP. HCM",09:00 - 22:00,30.000đ - 80.000đ,7.9,5
111,Gà Rán Popeyes - Lê Đại Hành,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-le-dai-hanh,"397A Lê Đại Hành, P. 11,  Quận 11, TP. HCM",09:30 AM - 09:00 PM,30.000đ - 170.000đ,7.0,107
112,Gà Rán Popeyes - Nguyễn Thị Thập,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-nguyen-thi-thap,"332 Nguyễn Thị Thập, P. Tân Quy,  Quận 7, TP. HCM",09:30 AM - 09:00 PM,30.000đ - 150.000đ,7.2,51
113,Gà Rán Popeyes - Phú Mỹ Hưng,https://www.foody.vn/ho-chi-minh/popeyes-phu-my-hung,"62 Nguyễn Đức Cảnh, P. Tân Phong,  Quận 7, TP. HCM",09:30 AM - 09:00 PM,50.000đ - 165.000đ,7.2,103
114,Gà Rán Popeyes - Thảo Điền,https://www.foody.vn/ho-chi-minh/ga-ran-popeyes-thao-dien,"20 Thảo Điền,  Quận 2, TP. HCM",09:30 AM - 09:00 PM,40.000đ - 80.000đ,7.3,32
115,H2T Trà Sữa & Pizza - Võ Văn Ngân,https://www.foody.vn/ho-chi-minh/h2t-tra-sua-pizza,"200 Võ Văn Ngân, P. Bình Thọ,  Quận Thủ Đức, TP. HCM",08:00 AM - 10:30 PM,20.000đ - 88.000đ,6.8,105
116,Hachiko Coffee - Cafe Thú Cưng,https://www.foody.vn/ho-chi-minh/hachiko-coffee-cafe-thu-cung,"14 Hoa Sữa, P. 7,  Quận Phú Nhuận, TP. HCM",06:30 AM - 10:30 PM,35.000đ - 58.000đ,7.1,259
117,Hai He - Cháo Môn Lươn & Ếch,https://www.foody.vn/ho-chi-minh/hai-he-chao-mon-luon-ech,"Đường Bến Than, Ấp 1, Xã Hoà Phú,  Củ Chi, TP. HCM",10:00 AM - 09:00 PM,50.000đ - 200.000đ,7.0,9
118,Hallyu - Korean Fast Food - Đường 3 Tháng 2,https://www.foody.vn/ho-chi-minh/hallyu-korean-fast-food-duong-3-thang-2,"141 Đường 3 Tháng 2, P. 11,  Quận 10, TP. HCM",09:00 AM - 10:00 PM,26.000đ - 250.000đ,7.7,231
119,Hallyu - Korean Fast Food,https://www.foody.vn/ho-chi-minh/hallyu-korean-fast-food,"7 Trần Minh Quyền, P. 10,  Quận 10, TP. HCM",09:00 AM - 10:00 PM,26.000đ - 250.000đ,7.1,742
120,Hana BBQ & Hot Pot Buffet - Nguyễn Quý Đức,https://www.foody.vn/ho-chi-minh/hana-buffet,"65 Nguyễn Quý Đức, P. An Phú,  Quận 2, TP. HCM",08:00 AM - 10:00 PM,120.000đ - 220.000đ,7.4,86
121,Hancook Korean Fast Food - Đường 3 Tháng 2,https://www.foody.vn/ho-chi-minh/hancook-korean-fast-food,"181/2 Đường 3 Tháng 2,  Quận 10, TP. HCM",09:00 AM - 10:00 PM,60.000đ - 165.000đ,7.0,621
122,Hancook Korean Fast Food - Nguyễn Tri Phương,https://www.foody.vn/ho-chi-minh/hancook-korean-fast-food-nguyen-tri-phuong,"263 Nguyễn Tri Phương, P. 5,  Quận 10, TP. HCM",09:00 AM - 10:00 PM,15.000đ - 265.000đ,7.1,370
123,Hanuri - Quán Ăn Hàn Quốc - Điện Biên Phủ,https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc-dien-bien-phu,"531 Điện Biên Phủ, P. 3,  Quận 3, TP. HCM",08:00 AM - 10:00 PM,25.000đ - 100.000đ,7.6,115
124,Hanuri - Quán Ăn Hàn Quốc - Nguyễn Đình Chiểu,https://www.foody.vn/ho-chi-minh/hanuri-korean-fast-food-nguyen-dinh-chieu,"284A Nguyễn Đình Chiểu, P. 6,  Quận 3, TP. HCM",09:00 AM - 09:30 PM,50.000đ - 110.000đ,7.3,726
125,Hanuri - Quán Ăn Hàn Quốc - Sư Vạn Hạnh,https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc,"405A Sư Vạn Hạnh  P.12,  Quận 10, TP. HCM",09:00 AM - 09:30 PM,50.000đ - 110.000đ,6.9,"1,131"
126,Hanuri - Quán Ăn Hàn Quốc - Xô Viết Nghệ Tĩnh,https://www.foody.vn/ho-chi-minh/hanuri-quan-an-han-quoc-xo-viet-nghe-tinh,"30 - 30B Xô Viết Nghệ Tĩnh, P. 19,  Quận Bình Thạnh, TP. HCM",09:00 AM - 09:30 PM,50.000đ - 150.000đ,7.2,466
127,Happy BBQ 1 Xiên Nướng Đồng Giá 5K - Sư Vạn Hạnh,https://www.foody.vn/ho-chi-minh/happy-bbq-4-xien-nuong-su-van-hanh,"824/28Q Sư Vạn Hạnh, P. 12,  Quận 10, TP. HCM",,5.000đ - 5.000đ,6.9,86
128,Happy BBQ 2 Xiên Nướng Đồng Giá 5K - Lý Chính Thắng,https://www.foody.vn/ho-chi-minh/happy-bbq-2-xien-nuong-dong-gia-5k-ly-chinh-thang,"146 Lý Chính Thắng, P. 7,  Quận 3, TP. HCM",,5.000đ - 10.000đ,6.9,107
129,Happy BBQ 3 Xiên Nướng Đồng Giá 5K - 226 Tạ Quang Bửu,https://www.foody.vn/ho-chi-minh/happy-bbq-1-xien-nuong-dong-gia-5k-226-ta-quang-buu,"226 Tạ Quang Bửu, P. 4,  Quận 8, TP. HCM",,5.000đ - 10.000đ,7.5,12
130,Happy BBQ 4 Xiên Nướng Đồng Giá 5K - Tạ Quang Bửu,https://www.foody.vn/ho-chi-minh/happy-bbq-3-xien-nuong-dong-gia-5k-ta-quang-buu,"Tạ Quang Bửu (Đối Diện Sân Bóng Cao Lỗ), P. 4,  Quận 8, TP. HCM",,5.000đ - 10.000đ,7.5,36
131,High Tea - Trà Chiều - Tajmasago Buffet & Cafe,https://www.foody.vn/ho-chi-minh/high-tea-tra-chieu-tajmasago-buffet-cafe,"6 Phan Văn Chương,  Quận 7, TP. HCM",,300.000đ - 500.000đ,8.0,14
132,Hoa Ban - Đặc sản Tây Bắc,https://www.foody.vn/ho-chi-minh/hoa-ban-dac-san-tay-bac,"101/45 Lê Văn Lương, Phước Kiển,  Nhà Bè, TP. HCM",09:00 AM - 10:00 PM,100.000đ - 220.000đ,7.1,16
133,Hot & Cold - Trà Sữa & Xiên Que - Bình Chánh,https://www.foody.vn/ho-chi-minh/hot-cold-binh-chanh,"132 Đường Số 9A, KDC Trung Sơn ,  Bình Chánh, TP. HCM",08:30 AM - 10:00 PM,30.000đ - 88.000đ,6.8,76
134,Hot & Cold - Trà Sữa & Xiên Que - Hoàng Hoa Thám,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-hoang-hoa-tham,"10D Hoàng Hoa Thám, P. 17  ,  Quận Bình Thạnh, TP. HCM",10:00 - 22:00,30.000đ - 80.000đ,7.6,122
135,Hot & Cold - Trà Sữa & Xiên Que - Lê Bình,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-le-binh,"39 Lê Bình,  Quận Tân Bình, TP. HCM",08:30 AM - 10:00 PM,15.000đ - 50.000đ,7.5,28
136,Hot & Cold - Trà Sữa & Xiên Que - Lê Thị Hà,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-le-thi-ha,"22/5 Lê Thị Hà, Xã Tân Xuân,  Hóc Môn, TP. HCM",08:00 - 22:30,5.000đ - 60.000đ,8.8,19
137,Hot & Cold - Trà Sữa & Xiên Que - Lê Trọng Tấn,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-le-trong-tan,"723 Lê Trọng Tấn, P. Bình Hưng Hòa,  Quận Bình Tân, TP. HCM",08:00 AM - 10:00 PM,10.000đ - 30.000đ,7.6,9
138,Hot & Cold - Trà Sữa & Xiên Que - Lê Văn Việt,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que,"412/1 Lê Văn Việt, P. Tăng Nhơn Phú A,  Quận 9, TP. HCM",08:30 AM - 10:00 PM,17.000đ - 30.000đ,8.0,57
139,Hot & Cold - Trà Sữa & Xiên Que - Nguyễn Ảnh Thủ,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-nguyen-anh-thu,"1031 Nguyễn Ảnh Thủ, P. Tân Chánh Hiệp,  Quận 12, TP. HCM",08:30 AM - 10:00 PM,17.000đ - 50.000đ,8.5,35
140,Hot & Cold - Trà Sữa & Xiên Que - Nguyễn Thái Sơn,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-nguyen-thai-son,"35 Nguyễn Thái Sơn, P. 4,  Quận Gò Vấp, TP. HCM",08:30 AM - 10:00 PM,17.000đ - 70.000đ,7.7,99
141,Hot & Cold - Trà Sữa & Xiên Que - Phạm Hùng,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-pham-hung,"123Bis Phạm Hùng, P. 14,  Quận 8, TP. HCM",08:30 AM - 10:15 PM,20.000đ - 55.000đ,7.5,70
142,Hot & Cold - Trà Sữa & Xiên Que - SC VivoCity,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-sc-vivocity,"Tầng 5, SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong,  Quận 7, TP. HCM",09:00 AM - 10:00 PM,20.000đ - 30.000đ,7.6,91
143,Hot & Cold - Trà Sữa & Xiên Que - Sư Vạn Hạnh,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-su-van-hanh,"824/2 Sư Vạn Hạnh, P. 12,  Quận 10, TP. HCM",08:30 AM - 10:00 PM,30.000đ - 88.000đ,6.5,396
144,Hot & Cold - Trà Sữa & Xiên Que - Trịnh Văn Cẩn,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-trinh-van-can,"42 Trịnh Văn Cẩn, P. Cầu Ông Lãnh ,  Quận 1, TP. HCM",09:00 AM - 10:00 PM,3.000đ - 88.000đ,7.5,63
145,Hot & Cold - Trà Sữa & Xiên Que - Vincom Mega Mall Thảo Điền,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-vincom-mega-mall-thao-dien,"Tầng 5, Vincom Mega Mall Thảo Điền, 159 Xa Lộ Hà Nội, P.Thảo Điền,  Quận 2, TP. HCM",08:30 AM - 10:15 PM,2.000đ - 17.000đ,8.0,22
146,Hot & Cold - Trà Sữa & Xiên Que - Vincom Thủ Đức,https://www.foody.vn/ho-chi-minh/hot-cold-tra-sua-xien-que-vincom-thu-duc,"L5 Vincom Thủ Đức, 216 Võ Văn Ngân,  Quận Thủ Đức, TP. HCM",08:15 AM - 10:15 PM,2.000đ - 17.000đ,8.1,51
147,Hot & Cold Mini Store - Nguyễn Ảnh Thủ,https://www.foody.vn/ho-chi-minh/hot-cold-mini-store-nguyen-anh-thu,"6C Nguyễn Ảnh Thủ, P. Trung Mỹ Tây,  Quận 12, TP. HCM",10:00 - 22:00,15.000đ - 42.000đ,9.0,31
148,Hotpot Story - Aeon Mall Bình Tân,https://www.foody.vn/ho-chi-minh/hotpot-story-aeon-mall-binh-tan,"Tầng 3, Aeon Mall Bình Tân, 1 Đường Số 17A, Phường Bình Trị Đông B,  Quận Bình Tân, TP. HCM",10:00 AM - 10:00 PM,200.000đ - 500.000đ,7.2,25
149,Hotpot Story - Big C Oriental Plaza Âu Cơ,https://www.foody.vn/ho-chi-minh/hotpot-story-big-c-oriental-plaza-au-co,"Gian Hàng Shop 3, Big C Oriental Plaza Âu Cơ, 685 Âu Cơ, P.Tân Thành,  Quận Tân Phú, TP. HCM",10:00 - 22:00,149.000đ - 319.000đ,7.8,10
150,Hotpot Story - Buffet Lẩu - Phan Văn Trị,https://www.foody.vn/ho-chi-minh/hotpot-story-buffet-lau-phan-van-tri,"12 Phan Văn Trị, P. 5,  Quận Gò Vấp, TP. HCM",09:00 AM - 11:00 PM,239.000đ - 269.000đ,7.6,5
151,Hotpot Story - Cao Thắng,https://www.foody.vn/ho-chi-minh/hotpot-story-cao-thang,"58C Cao Thắng, P. 3,  Quận 3, TP. HCM",10:00 AM - 10:00 PM,149.000đ - 319.000đ,7.3,114
152,Hotpot Story - Lê Văn Sỹ,https://www.foody.vn/ho-chi-minh/hotpot-story-le-van-sy,"Tầng 1, 409A Lê Văn Sỹ, P. 12,  Quận 3, TP. HCM",10:00 - 22:00,150.000đ - 400.000đ,8.6,11
153,Hotpot Story - Phan Xích Long,https://www.foody.vn/ho-chi-minh/hotpot-story-phan-xich-long,"202 Phan Xích Long, P. 2,  Quận Phú Nhuận, TP. HCM",10:00 - 22:00,150.000đ - 400.000đ,7.8,21
154,Hotpot Story - Quang Trung,https://www.foody.vn/ho-chi-minh/hotpot-story-quang-trung,"Tầng Trệt, 16 Quang Trung, P. 10,  Quận Gò Vấp, TP. HCM",10:00 - 22:00,150.000đ - 400.000đ,8.2,1
155,Hotpot Story - Saigon Centre,https://www.foody.vn/ho-chi-minh/hotpot-story-saigon-centre,"Saigon Centre, 65 Lê Lợi, P. Bến Nghé,  Quận 1, TP. HCM",08:30 AM - 10:00 PM,50.000đ - 300.000đ,7.9,38
156,Hotpot Story - SC VivoCity,https://www.foody.vn/ho-chi-minh/hotpot-story-sc-vivocity,"04 - 05A, Tầng 4, SC VivoCity, 1058 Nguyễn Văn Linh, KP. 1, P. Tân Phong,  Quận 7, TP. HCM",08:00 AM - 10:00 PM,128.000đ - 400.000đ,7.4,46
157,Hotpot Story - Vincom Thủ Đức,https://www.foody.vn/ho-chi-minh/hotpot-story-vincom-thu-duc,"216 Võ Văn Ngân, P. Bình Thọ,  Quận Thủ Đức, TP. HCM",08:30 AM - 10:00 PM,50.000đ - 300.000đ,7.4,49
158,Hotpot Story AEON Mall Tân Phú,https://www.foody.vn/ho-chi-minh/hotpot-story-aeon-mall-tan-phu,"Tầng 1, AEON Mall Tân Phú, 30 Bờ Bao Tân Thắng, P. Sơn Kỳ,  Quận Tân Phú, TP. HCM",08:30 AM - 10:00 PM,50.000đ - 200.000đ,7.4,129
159,Hotpot Story Tân An Đông,https://www.foody.vn/ho-chi-minh/hotpot-story-tan-an-dong,"Tân An Đông, 100 Hùng Vương, P. 9,  Quận 5, TP. HCM",09:00 AM - 10:30 PM,199.000đ - 299.000đ,7.3,93
160,Hẻm Spaghetti - Nguyễn Oanh,https://www.foody.vn/ho-chi-minh/hem-spaghetti-nguyen-oanh,"212/22 Nguyễn Oanh, P. 17,  Quận Gò Vấp, TP. HCM",,30.000đ - 35.000đ,7.1,323
161,Hải Sản Đại Phú,https://www.foody.vn/ho-chi-minh/nha-hang-hai-san-dai-phu,"56 Nguyễn Văn Quá, P. Đông Hưng Thuận,  Quận 12, TP. HCM",10:00 AM - 11:00 PM,60.000đ - 330.000đ,7.5,31
162,Há Cảo - Phá Lấu Bò Marie Curie,https://www.foody.vn/ho-chi-minh/ha-cao-pha-lau-bo-marie-curie,"433/44 Lê Đại Hành, P.11,  Quận 11, TP. HCM",11:00 - 22:00,5.000đ - 15.000đ,7.3,161
163,I Love Càlem,https://www.foody.vn/ho-chi-minh/i-love-calem,"63 Thống Nhất ,  Quận Thủ Đức, TP. HCM",07:00 AM - 10:00 PM,12.000đ - 55.000đ,7.2,67
164,IZZIBING Snow Dessert Coffee - Bingsu,https://www.foody.vn/ho-chi-minh/izzibing-pho-quang,"49 Phổ Quang, P. 2,  Quận Tân Bình, TP. HCM",08:00 AM - 10:00 PM,32.000đ - 150.000đ,7.5,459
165,Jollibee - Âu Cơ,https://www.foody.vn/ho-chi-minh/jollibee-au-co,"650 Âu Cơ, P. 10,  Quận Tân Bình, TP. HCM",08:00 - 22:00,40.000đ - 100.000đ,7.8,8
166,Jollibee - BigC An Lạc,https://www.foody.vn/ho-chi-minh/jollibee-bigc-an-lac,"BigC An Lạc, Quốc Lộ 1A, P. Bình Trị Đông,  Quận Bình Tân, TP. HCM",09:00 AM - 09:00 PM,35.000đ - 200.000đ,7.6,4
167,Jollibee - Coop Mart Bình Triệu,https://www.foody.vn/ho-chi-minh/jollibee-coop-mart-binh-trieu,"68/1 Quốc Lộ 13,  Quận Thủ Đức, TP. HCM",09:00 AM - 09:00 PM,15.000đ - 50.000đ,7.1,9
168,Jollibee - Coop Mart Xa Lộ Hà Nội,https://www.foody.vn/ho-chi-minh/jollibee-coop-mart-xa-lo-ha-noi,"Tầng 2 Coop Mart, 191 Quang Trung, P. Hiệp Phú ,  Quận 9, TP. HCM",09:00 AM - 10:00 PM,15.000đ - 50.000đ,7.1,33
169,Jollibee - Coopmart Quang Trung,https://www.foody.vn/ho-chi-minh/jollibee-coopmart-quang-trung,"Tầng 2, Coopmart Quang Trung, 304A Quang Trung, P. 11,  Quận Gò Vấp, TP. HCM",08:00 AM - 09:00 PM,20.000đ - 50.000đ,7.3,32
170,Jollibee - Nguyễn Thị Minh Khai,https://www.foody.vn/ho-chi-minh/jollibee-nguyen-thi-minh-khai,"Saigon Star Hotel, 204 Nguyễn Thị Minh Khai,  Quận 3, TP. HCM",07:00 AM - 10:00 PM,20.000đ - 50.000đ,7.5,60
171,Jollibee - Pasteur,https://www.foody.vn/ho-chi-minh/jollibee-pasteur,"194D Pasteur,  P. 6,  Quận 3, TP. HCM",09:00 AM - 10:00 PM,15.000đ - 44.000đ,7.1,80
172,Jollibee - Trường Chinh,https://www.foody.vn/ho-chi-minh/jollibee-truong-chinh,"360 Trường Chinh,  Quận Tân Bình, TP. HCM",00:00 - 0:00,20.000đ - 120.000đ,7.6,18
173,Jollibee - Trần Hưng Đạo,https://www.foody.vn/ho-chi-minh/jollibee-tran-hung-dao,"354 - 356 Trần Hưng Đạo, P. 2,  Quận 5, TP. HCM",09:00 AM - 10:00 PM,15.000đ - 44.000đ,7.2,91
174,Jollibee - Vincom Gò Vấp,https://www.foody.vn/ho-chi-minh/jollibee-vincom-go-vap,"Tầng 4, Vincom Gò Vấp, 12 Phan Văn Trị,  Quận Gò Vấp, TP. HCM",09:00 AM - 10:00 PM,3.000đ - 100.000đ,7.5,22
